timestamp,feature,decision
1970-01-01T00:00:01.500000,LaneKeeping,CORRECTION:0.1000
1970-01-01T00:00:01.500000,CruiseControl,ADJUSTMENT:0.1000
1970-01-01T00:00:03.500000,EmergencyBraking,BRAKE
