timestamp,previous_state,current_state,trigger_event
1970-01-01T00:00:01.000000,Disengaged,Engaged,ENGAGE_EVENT
1970-01-01T00:00:02.000000,Engaged,Disengaged,DISENGAGE_EVENT
1970-01-01T00:00:03.000000,Disengaged,Engaged,ENGAGE_EVENT
